"510","경북","김천시","김천시 보건소","경상북도 김천시 시청1길 221 (신음동)","054-433-4000","pyeonggangkim@gmail.com","2020-03-16 14:14:22"
"511","경북","김천시","김천소년교도소 부속의원","경북 김천시 영남대로 1968","054-429-5575","pyeonggangkim@gmail.com","2020-03-16 14:14:22"
"512","경북","문경시","문경제일병원","경상북도 문경시 당교3길 25 (모전동)","054-550-7700","pyeonggangkim@gmail.com","2020-03-16 14:14:22"
"513","경북","문경시","문경중앙병원","경상북도 문경시 중앙로 117-18 (점촌동)","054-555-2011","pyeonggangkim@gmail.com","2020-03-16 14:14:22"
"514","경북","문경시","문경시 보건소","경상북도 문경시 점촌1길 9 (점촌동)","054-555-2033","pyeonggangkim@gmail.com","2020-03-16 14:14:22"
"515","경북","봉화군","봉화군 보건소","경상북도 봉화군 봉화읍 봉화로 1203","054-673-4000","pyeonggangkim@gmail.com","2020-03-16 14:14:22"
"516","경북","봉화군","봉화해성병원","경상북도 봉화군 봉화읍 보밑길 3","054-674-0011","pyeonggangkim@gmail.com","2020-03-16 14:14:22"
"517","경북","상주시","상주성모병원","경상북도 상주시 냉림서성길 7 (냉림동)","054-532-5001","pyeonggangkim@gmail.com","2020-03-16 14:14:22"
"518","경북","상주시","상주시 보건소","경상북도 상주시 중앙로 111 (무양동)","054-535-4000","pyeonggangkim@gmail.com","2020-03-16 14:14:22"
"519","경북","성주군","성주군보건소 ","경상북도 성주군 성주읍 성밖숲길 12","054-933-2400","pyeonggangkim@gmail.com","2020-03-16 14:14:22"
"520","경북","안동시","안동시보건소","경북 안동시 서동문로 165","054-840-5999,5917","pyeonggangkim@gmail.com","2020-03-16 14:14:22"
"521","경북","안동시","안동의료원","경상북도 안동시 태사2길 55 (북문동)","054-850-6055","pyeonggangkim@gmail.com","2020-03-16 14:14:22"
"522","경북","안동시","안동병원","경상북도 안동시 앙실로 11 (수상동)","054-840-1004","pyeonggangkim@gmail.com","2020-03-16 14:14:22"
"523","경북","안동시","안동성소병원 ","경상북도 안동시 서동문로 99 (금곡동)","054-850-8114","pyeonggangkim@gmail.com","2020-03-16 14:14:22"
"524","경북","영덕군","영덕아산병원 ","경상북도 영덕군 영해면 영덕로 1621","054-730-0114","pyeonggangkim@gmail.com","2020-03-16 14:14:22"
"525","경북","영덕군","영덕군보건소","경북 영덕군 영덕읍 군청길 53","054-730-6893","pyeonggangkim@gmail.com","2020-03-16 14:14:22"
"526","경북","영양군 ","영양군보건소","경북 영양군 영양읍 동서대로 82","054-680-5196","pyeonggangkim@gmail.com","2020-03-16 14:14:22"
"527","경북","영양군 ","영양병원","경상북도 영양군 영양읍 동서대로 75","054-682-0727","pyeonggangkim@gmail.com","2020-03-16 14:14:22"
"528","경북","영주시","영주시보건소","경상북도 영주시 시청로1번길 19 (휴천동)","054-631-4000","pyeonggangkim@gmail.com","2020-03-16 14:14:22"
"529","경북","영천시","영남대학교 영천병원 ","경상북도 영천시 오수1길 10 (오수동)","054-338-9000","pyeonggangkim@gmail.com","2020-03-16 14:14:22"
"530","경북","영천시","영천시 보건소","경상북도 영천시 옛군청1길 31 (문내동)","054-339-7860","pyeonggangkim@gmail.com","2020-03-16 14:14:22"
"531","경북","예천군","예천군보건소","경상북도 예천군 예천읍 군청길 33","054-650-8616","pyeonggangkim@gmail.com","2020-03-16 14:14:22"
"532","경북","예천군","예천권병원","경상북도 예천군 예천읍 시장로 136","054-654-6611","pyeonggangkim@gmail.com","2020-03-16 14:14:22"
"533","경북","울릉군","울릉군보건의료원","경상북도 울릉군 울릉읍 울릉순환로 396-18","054-790-6871","pyeonggangkim@gmail.com","2020-03-16 14:14:22"
"534","경북","울진군 ","울진군의료원 ","경상북도 울진군 울진읍 현내항길 71","054-785-7015","pyeonggangkim@gmail.com","2020-03-16 14:14:22"
"535","경북","의성군 ","의성군보건소","경상북도 의성군 의성읍 북부길 150","054-830-6660","pyeonggangkim@gmail.com","2020-03-16 14:14:22"
"536","경북","의성군 ","공생병원","경상북도 의성군 의성읍 문소3길 96-0 (공생병원)","054-834-3881","pyeonggangkim@gmail.com","2020-03-16 14:14:22"
"537","경북","청도군","청도군보건소(치매안심센터)","청도군 화양읍 산성강변길 471","054-370-6566, 2673","pyeonggangkim@gmail.com","2020-03-16 14:14:22"
"538","경북","청송군","청송군보건의료원","경상북도 청송군 청송읍 의료원길 19","054-870-7100","pyeonggangkim@gmail.com","2020-03-16 14:14:22"
"539","경북","청송군","경북북부제2교도소 부속의원","경북 청송군 진보면 양정길 110","054-870-2575","pyeonggangkim@gmail.com","2020-03-16 14:14:22"
"540","경북","칠곡군 ","칠곡군보건소","경상북도 칠곡군 왜관읍 관문로1길 30","054-973-4000","pyeonggangkim@gmail.com","2020-03-16 14:14:22"
"541","경북","칠곡군 ","왜관병원","경상북도 칠곡군 왜관읍 군청2길 10","054-971-1002","pyeonggangkim@gmail.com","2020-03-16 14:14:22"
"542","경북","포항시","포항시 북구보건소","경상북도 포항시 북구 삼흥로 98 (장성동)","054-270-4114","pyeonggangkim@gmail.com","2020-03-16 14:14:22"
"543","경북","포항시","포항시 남구보건소","경상북도 포항시 남구 동해안로 6119 (인덕동)","054-270-4004","pyeonggangkim@gmail.com","2020-03-16 14:14:22"
"544","경북","포항시","포항세명 기독병원","경상북도 포항시 남구 포스코대로 351 (대도동)","054-275-0005","pyeonggangkim@gmail.com","2020-03-16 14:14:22"
"545","경북","포항시","포항 성모병원","경상북도 포항시 남구 대잠동길 17 (대잠동, (대잠동))","054-272-0151","pyeonggangkim@gmail.com","2020-03-16 14:14:22"
"546","경북","포항시","포항의료원","경상북도 포항시 북구 용흥로 36 (용흥동, (용흥동))","054-247-0551","pyeonggangkim@gmail.com","2020-03-16 14:14:22"
